Demand_Region,Supply_Hub,Route_Option,Distance_km,Waypoints_and_Highways
Hunter Valley,Sydney (Erskine Park),Option 1,239.4914,Lemington Road -> New England Highway -> George Street -> Maitland Road -> New England Highway -> Hunter Expressway -> Pacific Motorway Onramp -> Pacific Motorway -> NorthConnex -> M2 Hills Motorway -> Abbott Road -> Prospect Highway -> Wall Park Avenue -> Blacktown Road -> Prospect Highway -> Western Motorway Onramp -> Western Motorway -> Roper Road Offramp -> Erskine Park Road -> Coonawarra Drive -> Arundel Park Drive -> Lauriston Place
Olympic Dam,Adelaide (Cavan),Option 1,567.6148000000001,Olympic Dam Way -> Olympic Dam Highway -> Stuart Highway -> Eyre Highway -> Victoria Parade -> Augusta Highway -> Frances Terrace -> Augusta Highway -> Port Wakefield Highway -> Port Wakefield Road -> Ryans Road -> Salisbury Highway -> Elder Smith Road -> Maxwell Road -> Bridge Road
Olympic Dam,Brisbane (Yatala),Option 1,2119.8545,Olympic Dam Way -> Olympic Dam Highway -> Stuart Highway -> Eyre Highway -> Victoria Parade -> Augusta Highway -> Main North Road -> Horrocks Pass Road -> Horrocks Highway -> Willowie Road -> Second Street -> RM Williams Way -> Petersburg Road -> Main Street -> Petersburg Road -> Barrier Highway -> Railway Terrace -> Barrier Highway -> Railway Terrace -> Barrier Highway -> Railway Terrace -> Barrier Highway -> Waite Terrace -> Barrier Highway -> Rakow Street -> Galena Street -> Talc Street -> Gossan Street -> Wolfram Street -> Chloride Street -> Cobalt Street -> Iodide Street -> Argent Street -> Barrier Highway -> Myers Street -> Reid Street -> Bourke Street -> West Tilpa Road -> Tilpa-Tonga Road -> Fifty Two Mile Road -> Curranyalpa Road -> Bourke Wilcannia Road -> Bloxham Street -> Bourke Wilcannia Road -> Kidman Way -> Gorrell Avenue -> Richard Street -> Mitchell Street -> Kamilaroi Highway -> Bathurst Street -> Young Street -> Hardie Street -> Bridge Road -> Kamilaroi Highway -> Wee Waa Street -> Peel Street -> Montkeila Street -> Fox Street -> Castlereagh Highway -> Gwydir Highway -> Herbert Street -> Gundabloui Road -> Mungindi Collarenebri Road -> Carnarvon Highway -> St George Street -> Yarouah Street -> Carrigan Road -> Baronga Street -> Carrigan Road -> Gunsynd Way -> McLean Street -> Marshall Street -> Moffatt Street -> Russell Street -> Riddle Street -> Boundary Road -> Leichhardt Highway -> Gore Highway -> Commens Street -> Gore Highway -> Mary Street -> Gore Highway -> Warrego Highway -> Ipswich Motorway -> Logan Motorway -> Pacific Motorway -> Stapylton Jacobs Well Road -> Stanmore Road -> Elderslie Road
Olympic Dam,Emerald,Option 1,1802.9416,Borefield Road -> Oodnadatta Track -> Birdsville Track -> Birdsville Developmental Road -> Diamantina Developmental Road -> Albert Street -> Maryborough Street -> Quilpie Windorah Road -> Thomson Developmental Road -> Dickson Street -> Thomson Developmental Road -> Eagle Street -> Landsborough Highway -> Main Avenue -> Landsborough Highway -> Oak Street -> Capricorn Highway -> Darwin Street -> Capricorn Highway -> Shakespeare Street -> Swinburne Street -> Capricorn Highway -> Clermont Street -> Selma Road -> Roberts Street -> New Street
Olympic Dam,Emerald,Option 2,2213.4489,Olympic Dam Way -> Olympic Dam Highway -> Stuart Highway -> Eyre Highway -> Victoria Parade -> Augusta Highway -> Main North Road -> Horrocks Pass Road -> Horrocks Highway -> Willowie Road -> Second Street -> RM Williams Way -> Petersburg Road -> Main Street -> Petersburg Road -> Barrier Highway -> Railway Terrace -> Barrier Highway -> Railway Terrace -> Barrier Highway -> Railway Terrace -> Barrier Highway -> Waite Terrace -> Barrier Highway -> Rakow Street -> Galena Street -> Talc Street -> Gossan Street -> Wolfram Street -> Chloride Street -> Cobalt Street -> Iodide Street -> Argent Street -> Barrier Highway -> Myers Street -> Reid Street -> Bourke Street -> West Tilpa Road -> Tilpa-Tonga Road -> Fifty Two Mile Road -> Curranyalpa Road -> Bourke Wilcannia Road -> Bloxham Street -> Bourke Wilcannia Road -> Kidman Way -> Gorrell Avenue -> Richard Street -> Mitchell Street -> Kamilaroi Highway -> Bathurst Street -> Young Street -> Hardie Street -> Bridge Road -> Kamilaroi Highway -> Goodooga Road -> Adams Street -> Goodooga Road -> Hebel - Goodooga Road -> Woolerbilla Road -> Maud Street -> William Street -> Margaret Street -> Castlereagh Highway -> Railway Street -> Castlereagh Highway -> Carnarvon Highway -> Salmon Road -> Carnarvon Highway -> Cordelia Street -> Burrowes Street -> Carnarvon Highway -> Warrego Highway -> Roslyn Drive -> Beaumont Drive -> George Street East -> Short Street -> Knayers Lane -> Carnarvon Highway -> Hutton Street -> Carnarvon Highway -> Dawson Highway -> William Street -> Eclipse Street -> Eclipse Street Bypass -> Gregory Highway -> Capricorn Highway -> Vince Lester Bridge -> Clermont Street -> Opal Street -> New Street
Olympic Dam,Kalgoorlie,Option 1,2123.2745,Olympic Dam Way -> Olympic Dam Highway -> Stuart Highway -> Eyre Highway -> McKenzie Street -> Kuhlmann Street -> Eyre Highway -> Coolgardie-Esperance Highway -> Goldfields Highway -> Lane Street -> Federal Road -> Boulder Road -> Maritana Street -> Piccadilly Street -> Hawkins Street
Olympic Dam,Mackay (Paget),Option 1,2147.8571,Borefield Road -> Oodnadatta Track -> Birdsville Track -> Birdsville Developmental Road -> Diamantina Developmental Road -> Albert Street -> Maryborough Street -> Quilpie Windorah Road -> Thomson Developmental Road -> Dickson Street -> Thomson Developmental Road -> Eagle Street -> Landsborough Highway -> Main Avenue -> Landsborough Highway -> Oak Street -> Capricorn Highway -> Darwin Street -> Capricorn Highway -> Shakespeare Street -> Swinburne Street -> Capricorn Highway -> Anakie Sapphire Road -> Anakie-Sapphire Road -> Anakie Sapphire Road -> Rubyvale Road -> Clermont Road -> Capella Rubyvale Road -> Clermont Rubyvale Road -> Christoe Street -> Rubyvale Road -> Copperfield Road -> Jellicoe Street -> Tropic Street -> Clermont Connection Road -> Gregory Highway -> Archibald Street -> Connors Road -> John Vella Drive -> Central Park Drive -> Boundary Road East
Olympic Dam,Mackay (Paget),Option 2,2574.4048,Olympic Dam Way -> Olympic Dam Highway -> Stuart Highway -> Eyre Highway -> Victoria Parade -> Augusta Highway -> Main North Road -> Horrocks Pass Road -> Horrocks Highway -> Willowie Road -> Second Street -> RM Williams Way -> Petersburg Road -> Main Street -> Petersburg Road -> Barrier Highway -> Railway Terrace -> Barrier Highway -> Railway Terrace -> Barrier Highway -> Railway Terrace -> Barrier Highway -> Waite Terrace -> Barrier Highway -> Rakow Street -> Galena Street -> Talc Street -> Gossan Street -> Wolfram Street -> Chloride Street -> Cobalt Street -> Iodide Street -> Argent Street -> Barrier Highway -> Myers Street -> Reid Street -> Bourke Street -> West Tilpa Road -> Tilpa-Tonga Road -> Fifty Two Mile Road -> Curranyalpa Road -> Bourke Wilcannia Road -> Bloxham Street -> Bourke Wilcannia Road -> Kidman Way -> Gorrell Avenue -> Richard Street -> Mitchell Street -> Kamilaroi Highway -> Bathurst Street -> Young Street -> Hardie Street -> Bridge Road -> Kamilaroi Highway -> Goodooga Road -> Adams Street -> Goodooga Road -> Hebel - Goodooga Road -> Woolerbilla Road -> Maud Street -> William Street -> Margaret Street -> Castlereagh Highway -> Railway Street -> Castlereagh Highway -> Carnarvon Highway -> Salmon Road -> Carnarvon Highway -> Cordelia Street -> Burrowes Street -> Carnarvon Highway -> Yuleba-Surat Road -> Roma Condamine Road -> Yuleba - Surat Road -> Bedwell Street -> Warrego Highway -> Yuleba North Road -> Horse Creek Road -> Bundi Road -> Perretts Road -> Chapmans Road -> Yeovil Road -> Roma Taroom Road -> Roma - Taroom Road -> Leichhardt Highway -> Bowen Street -> Leichhardt Highway -> Burnett Highway -> Coronation Drive -> Central Street -> James Street -> Burnett Highway -> Bruce Highway -> Yeppen Crossing -> Lower Dawson Road (Bruce Highway) -> Gladstone Road (Bruce Highway) -> George Street (Bruce Highway) -> Fitzroy Street -> Queen Elizabeth Drive -> Musgrave Street -> Yaamba Road (Bruce Highway) -> Bruce Highway -> Kunwarara Road -> Bruce Highway -> Brown Street -> Bruce Highway -> Broad Street -> Bruce Highway -> Farrellys Road -> Michelmore Street -> Boundary Road East
Olympic Dam,Mt Thorley,Option 1,1740.5128,Olympic Dam Way -> Olympic Dam Highway -> Stuart Highway -> Eyre Highway -> Victoria Parade -> Augusta Highway -> Main North Road -> Horrocks Pass Road -> Horrocks Highway -> Willowie Road -> Second Street -> RM Williams Way -> Petersburg Road -> Main Street -> Petersburg Road -> Barrier Highway -> Railway Terrace -> Barrier Highway -> Railway Terrace -> Barrier Highway -> Railway Terrace -> Barrier Highway -> Waite Terrace -> Barrier Highway -> Rakow Street -> Galena Street -> Talc Street -> Gossan Street -> Wolfram Street -> Chloride Street -> Cobalt Street -> Iodide Street -> Argent Street -> Barrier Highway -> Myers Street -> Barrier Highway -> Marshall Street -> Nyngan Road -> Barrier Highway -> Mitchell Highway -> Pangee Street -> Moonagee Street -> Nymagee Street -> Mitchell Highway -> Trangie Street -> Warren Street -> Oxley Highway -> Burton Street -> Coonamble Road -> Oxley Highway -> Warren Road -> Waugan Street -> Willie Street -> Castlereagh Street -> Jack Renshaw Bridge -> Newell Highway -> Castlereagh Highway -> Bandulla Street -> Castlereagh Highway -> Bolaro Street -> Sullivan Street -> Golden Highway -> Telfer Street -> Bettington Street -> King George V Avenue -> Golden Highway -> Merriwa Road -> Palace Street -> Crinoline Street -> Denman Road -> Jerrys Plains Road -> Pringle Street -> Lonsdale Street -> Pagan Street -> Jerrys Plains Road -> Mount Thorley Road -> Kime Road
Olympic Dam,Mt Thorley,Option 2,1875.4116999999999,"Olympic Dam Way -> Olympic Dam Highway -> Stuart Highway -> Eyre Highway -> Victoria Parade -> Augusta Highway -> Main North Road -> Horrocks Pass Road -> Horrocks Highway -> Arthur Road -> Reichstein Road -> Arthur Road -> Waters Road -> Girdham Road -> Willochra Road -> Whitewell Road -> Nukunu Yarta Way -> Kelly Road -> Crossman Road -> Appila Road -> Clyde Street -> Ayr Street -> Vohr Street -> Ayr Street -> Cockburn Road -> Wilkins Highway -> Barrier Highway -> Ludgvan Street -> Goyder Highway -> Ring Road -> Goyder Highway -> Sturt Highway -> Lyrup Road -> Lyrup Ferry ""Kingfisher"" -> Wilson Parade -> Thayne Terrace -> Beames Road -> Downer Avenue -> Lyrup Main Road -> Pike Creek Road -> Stanitzki Road -> Sturt Highway -> Eighteenth Street -> Dow Avenue -> Ontario Avenue -> Sixteenth Street -> Walnut Avenue -> Fifteenth Street -> Deakin Avenue -> Seventh Street -> Sturt Highway -> Hendy Road -> Sturt Highway -> Adelaide Street -> Sturt Highway -> Morris Road -> Bertram Road -> Sturt Highway -> Market Street -> McCabe Street -> Sturt Highway -> Moama Street -> Cobb Highway -> Lachlan Street -> Murray Street -> Mid Western Highway -> Zara Street -> Mid Western Highway -> Boomerang Street -> Mid Western Highway -> Railway Street -> Mid Western Highway -> Showground Road -> Compton Road -> Neeld Street -> Newell Highway -> Sherriff Street -> Dowling Street -> Parkes Road -> Newell Highway -> Coobang Road -> Renshaw-McGirr Way -> Forbes Street -> Renshaw McGirr Way -> Renshaw-McGirr Way -> Renshaw McGirr Way -> Showground Road -> Percy Street -> Nanima Crescent -> Lee Street -> Mitchell Highway -> Goolma Road -> Mayne Street -> Herbert Street -> Station Street -> Cope Road -> Robison Street -> Mackay Street -> Main Street -> Ulan Road -> Ulan - Wollar Road -> Barigan Street -> Maitland Street -> Wollar Road -> Bylong Valley Way -> Yarrawa Road -> Virginia Street -> Crinoline Street -> Denman Road -> Jerrys Plains Road -> Pringle Street -> Lonsdale Street -> Pagan Street -> Jerrys Plains Road -> Mount Thorley Road -> Kime Road"
Olympic Dam,Newman,Option 1,3093.1859,Olympic Dam Way -> Olympic Dam Highway -> Stuart Highway -> Eyre Highway -> McKenzie Street -> Kuhlmann Street -> Eyre Highway -> Coolgardie-Esperance Highway -> Goldfields Highway -> Tower Street -> Goldfields Highway -> Wotton Street -> Wiluna North Road -> Great Northern Highway -> Kalgan Drive -> Newman Drive -> Mindarra Drive -> Rudall Avenue -> Yalberee Street -> Giles Avenue -> Leete Place
Olympic Dam,Perth (Redcliffe),Option 1,2565.4777999999997,Olympic Dam Way -> Olympic Dam Highway -> Stuart Highway -> Eyre Highway -> McKenzie Street -> Kuhlmann Street -> Eyre Highway -> Coolgardie-Esperance Highway -> Hyden Road -> Hyden-Norseman Road -> East Hyden Bin Road -> Hyden-Lake King Road -> Marshall Street -> Kondinin Hyden Road -> Cook Street -> Howlett Street -> Corrigin Kondinin Road -> Kunjin Street -> Brookton-Corrigin Road -> Brookton Highway -> Chevin Road -> Canning Mills Road -> Mills Road East -> Tonkin Highway -> Dunreath Drive -> Fauntleroy Avenue -> Great Eastern Highway
Olympic Dam,Perth (Redcliffe),Option 2,2569.1184,Olympic Dam Way -> Olympic Dam Highway -> Stuart Highway -> Eyre Highway -> Victoria Parade -> Mackay Street -> Dunn Street -> Mackay Street -> Victoria Parade -> Eyre Highway -> McKenzie Street -> Kuhlmann Street -> Eyre Highway -> Coolgardie-Esperance Highway -> Hyden Road -> Hyden-Norseman Road -> East Hyden Bin Road -> Hyden-Lake King Road -> Marshall Street -> Kondinin Hyden Road -> Cook Street -> Howlett Street -> Corrigin Kondinin Road -> Kunjin Street -> Brookton-Corrigin Road -> Brookton Highway -> Chevin Road -> Canning Mills Road -> Mills Road East -> Tonkin Highway -> Dunreath Drive -> Fauntleroy Avenue -> Great Eastern Highway
Olympic Dam,Sydney (Erskine Park),Option 2,1789.8818,Olympic Dam Way -> Olympic Dam Highway -> Stuart Highway -> Eyre Highway -> Victoria Parade -> Augusta Highway -> Main North Road -> Horrocks Pass Road -> Horrocks Highway -> Willowie Road -> Second Street -> RM Williams Way -> Petersburg Road -> Main Street -> Petersburg Road -> Barrier Highway -> Railway Terrace -> Barrier Highway -> Railway Terrace -> Barrier Highway -> Railway Terrace -> Barrier Highway -> Waite Terrace -> Barrier Highway -> Rakow Street -> Galena Street -> Talc Street -> Gossan Street -> Wolfram Street -> Chloride Street -> Cobalt Street -> Iodide Street -> Argent Street -> Barrier Highway -> Myers Street -> Barrier Highway -> Marshall Street -> Nyngan Road -> Barrier Highway -> Mitchell Highway -> Pangee Street -> Moonagee Street -> Nymagee Street -> Mitchell Highway -> Trangie Street -> Mitchell Highway -> Narromine Street -> Dubbo Road -> Mitchell Highway -> Trangie Road -> Dandaloo Street -> Derribong Avenue -> Algalah Street -> Tomingley Road -> Newell Highway -> Gundong Road -> Obley Road -> Obley Street -> Banjo Paterson Way -> Obley Street -> Banjo Paterson Way -> Castle Street -> Market Street -> Hill Street -> Watson Street -> Mitchell Highway -> Northern Distributor Road -> Mitchell Highway -> Vittoria Street -> Brilliant Street -> Stewart Street -> Durham Street -> Kendall Avenue -> Great Western Highway -> Sydney Road -> Great Western Highway -> Main Street -> Lithgow Street -> Mort Street -> Hartley Valley Road -> Browns Gap Road -> Hartley Vale Road -> Jr Street -> Fryer Street -> Hartley Vale Road -> Darling Causeway -> Station Street -> Harley Avenue -> Great Western Highway -> Western Motorway -> Mamre Road Offramp -> Mamre Road -> Banks Drive -> St Clair Avenue -> Rochford Street -> Melville Road -> Moore Street -> Endeavour Avenue -> Bennett Road -> Coonawarra Drive -> Arundel Park Drive -> Lauriston Place
Olympic Dam,Sydney (Erskine Park),Option 1,1796.4613,"Olympic Dam Way -> Olympic Dam Highway -> Stuart Highway -> Eyre Highway -> Victoria Parade -> Augusta Highway -> Main North Road -> Horrocks Pass Road -> Horrocks Highway -> Arthur Road -> Reichstein Road -> Arthur Road -> Waters Road -> Girdham Road -> Willochra Road -> Whitewell Road -> Nukunu Yarta Way -> Kelly Road -> Crossman Road -> Appila Road -> Clyde Street -> Ayr Street -> Vohr Street -> Ayr Street -> Cockburn Road -> Wilkins Highway -> Barrier Highway -> Ludgvan Street -> Goyder Highway -> Ring Road -> Goyder Highway -> Sturt Highway -> Lyrup Road -> Lyrup Ferry ""Kingfisher"" -> Wilson Parade -> Thayne Terrace -> Beames Road -> Downer Avenue -> Lyrup Main Road -> Pike Creek Road -> Stanitzki Road -> Sturt Highway -> Eighteenth Street -> Dow Avenue -> Ontario Avenue -> Sixteenth Street -> Walnut Avenue -> Fifteenth Street -> Deakin Avenue -> Seventh Street -> Sturt Highway -> Hendy Road -> Sturt Highway -> Adelaide Street -> Sturt Highway -> Morris Road -> Bertram Road -> Sturt Highway -> Market Street -> McCabe Street -> Sturt Highway -> Moama Street -> Sturt Highway -> Newell Highway -> Sturt Highway -> Edward Street -> Hammond Avenue -> Sturt Highway -> Hume Highway Onramp -> Hume Highway -> Hume Motorway -> Westlink M7 -> Western Motorway Offramp -> Western Motorway Onramp -> Western Motorway -> Roper Road Offramp -> Erskine Park Road -> Coonawarra Drive -> Arundel Park Drive -> Lauriston Place"
Pilbara,Adelaide (Cavan),Option 1,3419.6528,Yandeyarra Outcamp Access Road -> Great Northern Highway -> Wiluna North Road -> Wotton Street -> Goldfields Highway -> Tower Street -> Goldfields Highway -> Coolgardie-Esperance Highway -> Eyre Highway -> Kuhlmann Street -> McKenzie Street -> Eyre Highway -> Victoria Parade -> Augusta Highway -> Frances Terrace -> Augusta Highway -> Port Wakefield Highway -> Port Wakefield Road -> Ryans Road -> Salisbury Highway -> Elder Smith Road -> Maxwell Road -> Bridge Road
Pilbara,Brisbane (Yatala),Option 2,4971.8925,Yandeyarra Outcamp Access Road -> Great Northern Highway -> Wiluna North Road -> Wotton Street -> Goldfields Highway -> Tower Street -> Goldfields Highway -> Coolgardie-Esperance Highway -> Eyre Highway -> Kuhlmann Street -> McKenzie Street -> Eyre Highway -> Victoria Parade -> Augusta Highway -> Main North Road -> Horrocks Pass Road -> Horrocks Highway -> Willowie Road -> Second Street -> RM Williams Way -> Petersburg Road -> Main Street -> Petersburg Road -> Barrier Highway -> Railway Terrace -> Barrier Highway -> Railway Terrace -> Barrier Highway -> Railway Terrace -> Barrier Highway -> Waite Terrace -> Barrier Highway -> Rakow Street -> Galena Street -> Talc Street -> Gossan Street -> Wolfram Street -> Chloride Street -> Cobalt Street -> Iodide Street -> Argent Street -> Barrier Highway -> Myers Street -> Reid Street -> Bourke Street -> West Tilpa Road -> Tilpa-Tonga Road -> Fifty Two Mile Road -> Curranyalpa Road -> Bourke Wilcannia Road -> Bloxham Street -> Bourke Wilcannia Road -> Kidman Way -> Gorrell Avenue -> Richard Street -> Mitchell Street -> Kamilaroi Highway -> Bathurst Street -> Young Street -> Hardie Street -> Bridge Road -> Kamilaroi Highway -> Wee Waa Street -> Peel Street -> Montkeila Street -> Fox Street -> Castlereagh Highway -> Gwydir Highway -> Herbert Street -> Gundabloui Road -> Mungindi Collarenebri Road -> Carnarvon Highway -> St George Street -> Yarouah Street -> Carrigan Road -> Baronga Street -> Carrigan Road -> Gunsynd Way -> McLean Street -> Marshall Street -> Moffatt Street -> Russell Street -> Riddle Street -> Boundary Road -> Leichhardt Highway -> Gore Highway -> Commens Street -> Gore Highway -> Mary Street -> Gore Highway -> Warrego Highway -> Ipswich Motorway -> Logan Motorway -> Pacific Motorway -> Stapylton Jacobs Well Road -> Stanmore Road -> Elderslie Road
Pilbara,Brisbane (Yatala),Option 1,5418.813,Yandeyarra Outcamp Access Road -> Great Northern Highway -> Victoria Highway -> Bicentennial Road -> Stuart Highway -> Roper Terrace -> Stuart Highway -> Barkly Highway -> Grace Street -> Marian Street -> Barkly Highway -> Flinders Highway -> Ramsay Street -> McIlwraith Street -> Flinders Highway -> Landsborough Highway -> Kirby Street -> Landsborough Highway -> Riley Street -> Manifold Street -> Landsborough Highway -> Main Avenue -> Landsborough Highway -> Oak Street -> Box Street -> Landsborough Highway -> Shamrock Street -> Landsborough Highway -> Arthur Street -> Landsborough Highway -> Warrego Highway -> Albert Street -> Warrego Highway -> Tyrconnel Street -> Warrego Highway -> Cambridge Street -> Warrego Highway -> Queen Street -> George Street -> Warrego Highway -> Quintin Street -> Bowen Street -> Warrego Highway -> George Street -> Warrego Highway -> Glynn Avenue -> Warrego Highway -> Sturt Street -> Warrego Highway -> Murilla Street -> Warrego Highway -> Thorn Street -> Warrego Highway -> Yaralla Road -> Jandowae Road -> Warrego Highway -> Drayton Street -> Warrego Highway -> Ipswich Motorway -> Logan Motorway -> Pacific Motorway -> Stapylton Jacobs Well Road -> Stanmore Road -> Elderslie Road
Pilbara,Emerald,Option 1,4642.853,Yandeyarra Outcamp Access Road -> Great Northern Highway -> Victoria Highway -> Bicentennial Road -> Stuart Highway -> Roper Terrace -> Stuart Highway -> Barkly Highway -> Grace Street -> Marian Street -> Barkly Highway -> Flinders Highway -> Ramsay Street -> McIlwraith Street -> Flinders Highway -> Landsborough Highway -> Kirby Street -> Landsborough Highway -> Riley Street -> Manifold Street -> Landsborough Highway -> Main Avenue -> Landsborough Highway -> Oak Street -> Capricorn Highway -> Darwin Street -> Capricorn Highway -> Shakespeare Street -> Swinburne Street -> Capricorn Highway -> Clermont Street -> Selma Road -> Roberts Street -> New Street
Pilbara,Kalgoorlie,Option 1,1272.3528000000001,Yandeyarra Outcamp Access Road -> Great Northern Highway -> Wiluna North Road -> Wotton Street -> Goldfields Highway -> Tower Street -> Goldfields Highway -> Piccadilly Street -> Hawkins Street
Pilbara,Mackay (Paget),Option 1,4816.38,Yandeyarra Outcamp Access Road -> Great Northern Highway -> Victoria Highway -> Bicentennial Road -> Stuart Highway -> Roper Terrace -> Stuart Highway -> Barkly Highway -> Grace Street -> Marian Street -> Barkly Highway -> Flinders Highway -> Ramsay Street -> McIlwraith Street -> Flinders Highway -> Goldring Street -> Flinders Highway -> Larsen Street -> Goldring Street -> Flinders Highway -> Richmond Hill Drive -> Stansfield Street -> Gray Street -> Flinders Highway -> Savage Street -> Flinders Highway -> York Street -> Norman Dungavell Road -> New Queen Road -> Flinders Highway -> Woodstock-Giru Road -> Bruce Highway -> Jones Street -> Railway Street -> Bower Street -> Bruce Highway -> Home Hill Road -> Bruce Highway -> Bridge Road -> Milton Street -> Boundary Road East
